id,timestamp,source_ip,device_name,domain,protocol,port,risk_score,entropy,severity,agent_id,dst_ip,packet_size,device_type,os_family,brand,mac_address,identity_confidence
83,2026-02-19 15:35:02,10.31.205.39,Unknown,firebaselogging-pa.googleapis.com,UDP,54092,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,205,Unknown,Linux/Android,Unknown,-,low
84,2026-02-19 15:35:05,10.31.205.96,Unknown,eastus-8.in.applicationinsights.azure.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,101,Unknown,Windows,Unknown,-,low
85,2026-02-19 15:35:05,10.31.205.39,Unknown,eastus-8.in.applicationinsights.azure.com,UDP,50189,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,248,Unknown,Linux/Android,Unknown,-,low
86,2026-02-19 15:35:16,10.31.205.96,Unknown,www.google.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
87,2026-02-19 15:35:17,10.31.205.39,Unknown,www.google.com,UDP,53532,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,298,Unknown,Linux/Android,Unknown,-,low
88,2026-02-19 15:35:18,10.31.205.39,Unknown,www.google.com,UDP,52807,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,99,Unknown,Linux/Android,Unknown,-,low
89,2026-02-19 15:35:21,10.31.205.96,Unknown,antigravity-unleash.goog,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,84,Unknown,Windows,Unknown,-,low
90,2026-02-19 15:35:21,10.31.205.39,Unknown,antigravity-unleash.goog,UDP,50436,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,84,Unknown,Linux/Android,Unknown,-,low
91,2026-02-19 15:35:30,10.31.205.96,Unknown,catalog.gamepass.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,80,Unknown,Windows,Unknown,-,low
92,2026-02-19 15:35:30,10.31.205.39,Unknown,catalog.gamepass.com,UDP,61622,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,300,Unknown,Linux/Android,Unknown,-,low
93,2026-02-19 15:35:32,10.31.205.96,Unknown,go.microsoft.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,76,Unknown,Windows,Unknown,-,low
94,2026-02-19 15:35:32,10.31.205.39,Unknown,go.microsoft.com,UDP,54258,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,211,Unknown,Linux/Android,Unknown,-,low
95,2026-02-19 15:35:33,10.31.205.96,Unknown,antigravity-unleash.goog,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,84,Unknown,Windows,Unknown,-,low
96,2026-02-19 15:35:33,10.31.205.39,Unknown,antigravity-unleash.goog,UDP,53262,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,84,Unknown,Linux/Android,Unknown,-,low
97,2026-02-19 15:35:45,10.31.205.39,Unknown,edge.microsoft.com,UDP,50888,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,193,Unknown,Linux/Android,Unknown,-,low
98,2026-02-19 15:35:46,10.31.205.39,Unknown,edge.microsoft.com,UDP,63219,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,202,Unknown,Linux/Android,Unknown,-,low
99,2026-02-19 15:35:47,10.31.205.96,Unknown,www.bing.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,72,Unknown,Windows,Unknown,-,low
100,2026-02-19 15:35:47,10.31.205.39,Unknown,www.bing.com,UDP,59293,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,254,Unknown,Linux/Android,Unknown,-,low
101,2026-02-19 15:35:48,10.31.205.39,Unknown,www.bing.com,UDP,53439,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,337,Unknown,Linux/Android,Unknown,-,low
102,2026-02-19 15:35:56,10.31.205.96,Unknown,ecs.office.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
103,2026-02-19 15:35:57,10.31.205.39,Unknown,ecs.office.com,UDP,61757,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,255,Unknown,Linux/Android,Unknown,-,low
104,2026-02-19 15:36:00,10.31.205.96,Unknown,mobile.events.data.microsoft.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,92,Unknown,Windows,Unknown,-,low
105,2026-02-19 15:36:00,10.31.205.39,Unknown,mobile.events.data.microsoft.com,UDP,65463,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,212,Unknown,Linux/Android,Unknown,-,low
106,2026-02-19 15:36:00,10.31.205.96,Unknown,fonts.googleapis.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,80,Unknown,Windows,Unknown,-,low
107,2026-02-19 15:36:00,10.31.205.96,Unknown,cdn.jsdelivr.net,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,76,Unknown,Windows,Unknown,-,low
108,2026-02-19 15:36:00,10.31.205.96,Unknown,fonts.gstatic.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,77,Unknown,Windows,Unknown,-,low
109,2026-02-19 15:36:00,10.31.205.39,Unknown,fonts.googleapis.com,UDP,58233,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,108,Unknown,Linux/Android,Unknown,-,low
110,2026-02-19 15:36:00,10.31.205.39,Unknown,cdn.jsdelivr.net,UDP,58890,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,180,Unknown,Linux/Android,Unknown,-,low
111,2026-02-19 15:36:00,10.31.205.39,Unknown,fonts.gstatic.com,UDP,57207,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,105,Unknown,Linux/Android,Unknown,-,low
112,2026-02-19 15:36:01,10.31.205.96,Unknown,cdn.jsdelivr.net,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,76,Unknown,Windows,Unknown,-,low
113,2026-02-19 15:36:01,10.31.205.39,Unknown,cdn.jsdelivr.net,UDP,64923,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,150,Unknown,Linux/Android,Unknown,-,low
114,2026-02-19 15:36:01,10.31.205.96,Unknown,cdnjs.cloudflare.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,80,Unknown,Windows,Unknown,-,low
115,2026-02-19 15:36:01,10.31.205.39,Unknown,cdnjs.cloudflare.com,UDP,52717,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,112,Unknown,Linux/Android,Unknown,-,low
116,2026-02-19 15:36:01,10.31.205.96,Unknown,chatgpt.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,71,Unknown,Windows,Unknown,-,low
117,2026-02-19 15:36:01,10.31.205.39,Unknown,chatgpt.com,UDP,57730,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,132,Unknown,Linux/Android,Unknown,-,low
118,2026-02-19 15:36:02,10.31.205.39,Unknown,chatgpt.com,UDP,56782,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,103,Unknown,Linux/Android,Unknown,-,low
119,2026-02-19 15:36:02,10.31.205.96,Unknown,functional.events.data.microsoft.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,96,Unknown,Windows,Unknown,-,low
120,2026-02-19 15:36:02,10.31.205.39,Unknown,functional.events.data.microsoft.com,UDP,62725,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,271,Unknown,Linux/Android,Unknown,-,low
121,2026-02-19 15:36:19,10.31.205.96,Unknown,antigravity-unleash.goog,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,84,Unknown,Windows,Unknown,-,low
122,2026-02-19 15:36:19,10.31.205.39,Unknown,antigravity-unleash.goog,UDP,58963,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,84,Unknown,Linux/Android,Unknown,-,low
123,2026-02-19 15:36:26,10.31.205.96,Unknown,www.google.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
124,2026-02-19 15:36:27,10.31.205.96,Unknown,www.google.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
125,2026-02-19 15:36:27,10.31.205.39,Unknown,www.google.com,UDP,51521,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,99,Unknown,Linux/Android,Unknown,-,low
126,2026-02-19 15:36:28,10.31.205.39,Unknown,www.google.com,UDP,55466,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,102,Unknown,Linux/Android,Unknown,-,low
127,2026-02-19 15:36:27,10.31.205.96,Unknown,www.google.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
128,2026-02-19 15:36:27,10.31.205.39,Unknown,www.google.com,UDP,51521,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,99,Unknown,Linux/Android,Unknown,-,low
129,2026-02-19 15:36:28,10.31.205.39,Unknown,www.google.com,UDP,55466,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,102,Unknown,Linux/Android,Unknown,-,low
130,2026-02-19 15:36:35,10.31.205.131,Y-SERIES-E1AF179021551A986138717E1368B1E1,y-series-e1af179021551a986138717e1368b1e1._googlecast._tcp.local,UDP,5353,0,0.0,LOW,GATEWAY_SENSE_01,224.0.0.251,124,Unknown,Network Device,Unknown,-,low
131,2026-02-19 15:36:36,10.31.205.131,_GOOGLECAST,_googlecast._tcp.local,UDP,5353,0,0.0,LOW,GATEWAY_SENSE_01,224.0.0.251,82,Unknown,Network Device,Unknown,-,low
132,2026-02-19 15:36:36,10.31.205.96,Unknown,www.google.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,74,Unknown,Windows,Unknown,-,low
133,2026-02-19 15:36:36,10.31.205.39,Unknown,www.google.com,UDP,59156,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,102,Unknown,Linux/Android,Unknown,-,low
134,2026-02-19 15:36:37,10.31.205.39,Unknown,www.google.com,UDP,62127,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,99,Unknown,Linux/Android,Unknown,-,low
135,2026-02-19 15:36:46,10.31.205.96,Unknown,browser.events.data.microsoft.com,UDP,53,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.39,93,Unknown,Windows,Unknown,-,low
136,2026-02-19 15:36:46,10.31.205.39,Unknown,browser.events.data.microsoft.com,UDP,53397,0,0.0,LOW,GATEWAY_SENSE_01,10.31.205.96,262,Unknown,Linux/Android,Unknown,-,low
