id,timestamp,source_ip,device_name,domain,protocol,port,risk_score,entropy,severity,agent_id,dst_ip,packet_size,device_type,os_family,brand,mac_address,identity_confidence,organization_id
70,2026-02-24 09:45:50,172.26.162.166,Remote Device,mozilla.map.fastly.net,UDP,53,0,2.52164,LOW,GATEWAY_SENSE_01,172.26.162.254,98,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
71,2026-02-24 09:45:56,172.26.162.254,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.166,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
72,2026-02-24 09:45:56,172.26.162.166,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.254,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
73,2026-02-24 09:45:56,172.26.162.254,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.166,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
74,2026-02-24 09:45:56,172.26.162.166,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.254,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
75,2026-02-24 09:46:29,172.26.162.254,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.166,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
76,2026-02-24 09:46:29,172.26.162.254,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.166,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
77,2026-02-24 09:46:29,172.26.162.254,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.166,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
78,2026-02-24 09:46:29,172.26.162.254,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.166,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
79,2026-02-24 09:46:29,172.26.162.166,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.254,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
